Sheet,Period,Profile,Fund_Name,ISIN,Initial_Price,Final_Price,Return_Pct,Weight,Weighted_Return
RL360,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil D,Canaccord Opportunity A Acc USD,IE00B3BRDK12,2.88,2.99,0.038194,0.55,0.021007
RL360,Portafolio Modelo Mayo 2025 - Junio 2025,Perfil D,Canaccord Opportunity A Acc USD,IE00B3BRDK12,2.99,3.08,0.0301,0.55,0.016555
RL360,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil D,Guinness Global Innovators C Acc USD,IE00BQXX3F31,26.68,28.5,0.068216,0.15,0.010232
RL360,Portafolio Modelo Mayo 2025 - Junio 2025,Perfil D,Guinness Global Innovators C Acc USD,IE00BQXX3F31,28.5,30.06,0.054737,0.15,0.008211
RL360,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil D,CT (Lux) Global Select,LU1864957219,5.1,5.41,0.060784,0.1,0.006078
RL360,Portafolio Modelo Mayo 2025 - Junio 2025,Perfil D,CT (Lux) Global Select,LU1864957219,5.41,5.65,0.044362,0.1,0.004436
RL360,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil D,BGF Sustainable Energy,LU0124384867,14.61,16.26,0.112936,0.1,0.011294
RL360,Portafolio Modelo Mayo 2025 - Junio 2025,Perfil D,BGF Sustainable Energy,LU0124384867,16.26,16.99,0.044895,0.1,0.004489
RL360,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil D,Polar Capital Biotechnology,IE00B3XLHR60,43.01,40.94,-0.048128,0.1,-0.004813
RL360,Portafolio Modelo Mayo 2025 - Junio 2025,Perfil D,Polar Capital Biotechnology,IE00B3XLHR60,40.94,43.32,0.058134,0.1,0.005813
RL360,Portafolio Modelo Junio 2025 - Julio 2025,Perfil A,Aberdeen Standard Liquidity (Lux),LU0049014870,3737.29,3749.75,0.003334,0.5,0.001667
RL360,Portafolio Modelo Julio 2025 - Agosto 2025,Perfil A,Aberdeen Standard Liquidity (Lux),LU0049014870,3749.75,3763.16,0.003576,0.5,0.001788
RL360,Portafolio Modelo Junio 2025 - Julio 2025,Perfil A,UBS (Lux) Money Market USD Sustainable,LU0006277684,2071.12,2077.23,0.00295,0.5,0.001475
RL360,Portafolio Modelo Julio 2025 - Agosto 2025,Perfil A,UBS (Lux) Money Market USD Sustainable,LU0006277684,2077.23,2084.04,0.003278,0.5,0.001639
RL360,Portafolio Modelo Junio 2025 - Julio 2025,Perfil B,Canaccord Opportunity A Acc USD,IE00B3BRDK12,3.11,3.11,0.0,0.6,0.0
RL360,Portafolio Modelo Julio 2025 - Agosto 2025,Perfil B,Canaccord Opportunity A Acc USD,IE00B3BRDK12,3.11,,,0.6,
RL360,Portafolio Modelo Junio 2025 - Julio 2025,Perfil B,T. Rowe Price Global High Yield Bond,LU0133082254,37.86,38,0.003698,0.2,0.00074
RL360,Portafolio Modelo Julio 2025 - Agosto 2025,Perfil B,T. Rowe Price Global High Yield Bond,LU0133082254,38,,,0.2,
RL360,Portafolio Modelo Junio 2025 - Julio 2025,Perfil B,Jupiter Dynamic Bond,LU0853555463,13.92,13.94,0.001437,0.2,0.000287
RL360,Portafolio Modelo Julio 2025 - Agosto 2025,Perfil B,Jupiter Dynamic Bond,LU0853555463,13.94,,,0.2,
RL360,Portafolio Modelo Junio 2025 - Julio 2025,Perfil C,Canaccord Opportunity A Acc USD,IE00B3BRDK12,3.08,3.11,0.00974,0.55,0.005357
RL360,Portafolio Modelo Julio 2025 - Agosto 2025,Perfil C,Canaccord Opportunity A Acc USD,IE00B3BRDK12,3.11,,,0.55,
RL360,Portafolio Modelo Junio 2025 - Julio 2025,Perfil C,Guinness Global Innovators C Acc USD,IE00BQXX3F31,30.06,30.04,-0.000665,0.15,-0.0001
RL360,Portafolio Modelo Julio 2025 - Agosto 2025,Perfil C,Guinness Global Innovators C Acc USD,IE00BQXX3F31,30.04,,,0.15,
RL360,Portafolio Modelo Junio 2025 - Julio 2025,Perfil C,CT (Lux) Global Select,LU1864957219,5.65,5.79,0.024779,0.1,0.002478
RL360,Portafolio Modelo Julio 2025 - Agosto 2025,Perfil C,CT (Lux) Global Select,LU1864957219,5.79,,,0.1,
RL360,Portafolio Modelo Junio 2025 - Julio 2025,Perfil C,T. Rowe Price Global High Yield Bond,LU0133082254,37.67,38,0.00876,0.1,0.000876
RL360,Portafolio Modelo Julio 2025 - Agosto 2025,Perfil C,T. Rowe Price Global High Yield Bond,LU0133082254,38,,,0.1,
RL360,Portafolio Modelo Junio 2025 - Julio 2025,Perfil C,Jupiter Dynamic Bond,LU0853555463,13.92,13.94,0.001437,0.1,0.000144
RL360,Portafolio Modelo Julio 2025 - Agosto 2025,Perfil C,Jupiter Dynamic Bond,LU0853555463,13.94,,,0.1,
RL360,Portafolio Modelo Junio 2025 - Julio 2025,Perfil D,Canaccord Opportunity A Acc USD,IE00B3BRDK12,3.08,3.11,0.00974,0.55,0.005357
RL360,Portafolio Modelo Julio 2025 - Agosto 2025,Perfil D,Canaccord Opportunity A Acc USD,IE00B3BRDK12,3.11,,,0.55,
RL360,Portafolio Modelo Junio 2025 - Julio 2025,Perfil D,Guinness Global Innovators C Acc USD,IE00BQXX3F31,30.06,30.4,0.011311,0.15,0.001697
RL360,Portafolio Modelo Julio 2025 - Agosto 2025,Perfil D,Guinness Global Innovators C Acc USD,IE00BQXX3F31,30.4,,,0.15,
RL360,Portafolio Modelo Junio 2025 - Julio 2025,Perfil D,CT (Lux) Global Select,LU1864957219,5.65,5.79,0.024779,0.1,0.002478
RL360,Portafolio Modelo Julio 2025 - Agosto 2025,Perfil D,CT (Lux) Global Select,LU1864957219,5.79,,,0.1,
RL360,Portafolio Modelo Junio 2025 - Julio 2025,Perfil D,BGF Sustainable Energy,LU0124384867,16.99,18.14,0.067687,0.1,0.006769
RL360,Portafolio Modelo Julio 2025 - Agosto 2025,Perfil D,BGF Sustainable Energy,LU0124384867,18.14,,,0.1,
RL360,Portafolio Modelo Junio 2025 - Julio 2025,Perfil D,Polar Capital Biotechnology,IE00B3XLHR60,43.32,46.73,0.078717,0.1,0.007872
RL360,Portafolio Modelo Julio 2025 - Agosto 2025,Perfil D,Polar Capital Biotechnology,IE00B3XLHR60,46.73,,,0.1,
RL360,Portafolio Modelo Agosto 2025 - Septiembre 2025,Perfil A,Aberdeen Standard Liquidity (Lux),LU0049014870,3749.75,,,0.5,
RL360,Portafolio Modelo Agosto 2025 - Septiembre 2025,Perfil A,UBS (Lux) Money Market USD Sustainable,LU0006277684,2077.23,,,0.5,
RL360,Portafolio Modelo Agosto 2025 - Septiembre 2025,Perfil B,Canaccord Opportunity A Acc USD,IE00B3BRDK12,3.11,,,0.6,
RL360,Portafolio Modelo Agosto 2025 - Septiembre 2025,Perfil B,T. Rowe Price Global High Yield Bond,LU0133082254,38,,,0.2,
RL360,Portafolio Modelo Agosto 2025 - Septiembre 2025,Perfil B,Jupiter Dynamic Bond,LU0853555463,13.94,,,0.2,
RL360,Portafolio Modelo Agosto 2025 - Septiembre 2025,Perfil C,Canaccord Opportunity A Acc USD,IE00B3BRDK12,3.11,,,0.55,
RL360,Portafolio Modelo Agosto 2025 - Septiembre 2025,Perfil C,Guinness Global Innovators C Acc USD,IE00BQXX3F31,30.04,,,0.15,
RL360,Portafolio Modelo Agosto 2025 - Septiembre 2025,Perfil C,CT (Lux) Global Select,LU1864957219,5.79,,,0.1,
RL360,Portafolio Modelo Agosto 2025 - Septiembre 2025,Perfil C,T. Rowe Price Global High Yield Bond,LU0133082254,38,,,0.1,
RL360,Portafolio Modelo Agosto 2025 - Septiembre 2025,Perfil C,Jupiter Dynamic Bond,LU0853555463,13.94,,,0.1,
RL360,Portafolio Modelo Agosto 2025 - Septiembre 2025,Perfil D,Canaccord Opportunity A Acc USD,IE00B3BRDK12,3.11,,,0.55,
RL360,Portafolio Modelo Agosto 2025 - Septiembre 2025,Perfil D,Guinness Global Innovators C Acc USD,IE00BQXX3F31,30.4,,,0.15,
RL360,Portafolio Modelo Agosto 2025 - Septiembre 2025,Perfil D,CT (Lux) Global Select,LU1864957219,5.79,,,0.1,
RL360,Portafolio Modelo Agosto 2025 - Septiembre 2025,Perfil D,BGF Sustainable Energy,LU0124384867,18.14,,,0.1,
RL360,Portafolio Modelo Agosto 2025 - Septiembre 2025,Perfil D,Polar Capital Biotechnology,IE00B3XLHR60,46.73,,,0.1,
FPI,Portafolio Modelo Junio 2020 - Marzo 2021,Perfil A,Harmony Portfolios US Dollar Balanced,S234 LU0651986225,1.29,1.64,0.271318,0.5,0.135659
FPI,Portafolio Modelo Marzo 2021 - marzo 2022,Perfil A,Harmony Portfolios US Dollar Balanced,S234 LU0651986225,1.6,1.49,-0.06875,0.25,-0.017188
FPI,Portafolio Modelo Junio 2020 - Marzo 2021,Perfil A,Franklin US Government,M84 LU0889564273,11.45,11.4,-0.004367,0.2,-0.000873
FPI,Portafolio Modelo Marzo 2021 - marzo 2022,Perfil A,Franklin US Government,M84 LU0889564273,11.4,10.49,-0.079825,0.25,-0.019956
FPI,Portafolio Modelo Junio 2020 - Marzo 2021,Perfil A,Invesco Bond,J01 LU1775948224,31.67,31.58,-0.002842,0.15,-0.000426
FPI,Portafolio Modelo Marzo 2021 - marzo 2022,Perfil A,Invesco Bond,J01 LU1775948224,31.58,25.32,-0.198227,0.25,-0.049557
FPI,Portafolio Modelo Junio 2020 - Marzo 2021,Perfil A,Fidelity Global Dividend,L46 LU0772969993,19.55,19.93,0.019437,0.15,0.002916
FPI,Portafolio Modelo Marzo 2021 - marzo 2022,Perfil A,Fidelity Global Dividend,L46 LU0772969993,22.7,21.91,-0.034802,0.25,-0.0087
FPI,Portafolio Modelo Junio 2020 - Marzo 2021,Perfil B,Franklin US Government,M84 LU0889564273,11.45,11.4,-0.004367,0.1,-0.000437
FPI,Portafolio Modelo Marzo 2021 - marzo 2022,Perfil B,Franklin US Government,M84 LU0889564273,11.4,10.49,-0.079825,0.15,-0.011974
FPI,Portafolio Modelo Junio 2020 - Marzo 2021,Perfil B,Invesco Bond,J01 LU1775948224,31.67,31.58,-0.002842,0.1,-0.000284
FPI,Portafolio Modelo Marzo 2021 - marzo 2022,Perfil B,Invesco Bond,J01 LU1775948224,31.58,25.32,-0.198227,0.15,-0.029734
FPI,Portafolio Modelo Junio 2020 - Marzo 2021,Perfil B,Fidelity Global Dividend,L46 LU0772969993,19.55,19.93,0.019437,0.2,0.003887
FPI,Portafolio Modelo Marzo 2021 - marzo 2022,Perfil B,Fidelity Global Dividend,L46 LU0772969993,22.7,21.91,-0.034802,0.15,-0.00522
FPI,Portafolio Modelo Junio 2020 - Marzo 2021,Perfil B,Harmony Portfolios US Dollar Growth,S235 LU0651986738,1.65,1.97,0.193939,0.5,0.09697
FPI,Portafolio Modelo Marzo 2021 - marzo 2022,Perfil B,Harmony Portfolios US Dollar Growth,S235 LU0651986738,1.97,1.82,-0.076142,0.35,-0.02665
FPI,Portafolio Modelo Junio 2020 - Marzo 2021,Perfil B,Aberdeen Standard SICAV I - Technology Equity,J96 LU0107464264,9.26,13.22,0.427646,0.05,0.021382
FPI,Portafolio Modelo Marzo 2021 - marzo 2022,Perfil B,Templeton Emerging Markets,J60 LU0128522744,56.62,39.75,-0.297951,0.1,-0.029795
FPI,Portafolio Modelo Junio 2020 - Marzo 2021,Perfil B,Invesco Global Health Care,J57 LU1775952176,191.97,221.34,0.152993,0.05,0.00765
FPI,Portafolio Modelo Marzo 2021 - marzo 2022,Perfil B,DWS Noor Precious Metals Securities,R69 IE00BMF77083,0.78,0.74,-0.051282,0.05,-0.002564
FPI,Portafolio Modelo Marzo 2021 - marzo 2022,Perfil B,JPM Global Natural Resources,L19 LU0266512127,11.32,14.01,0.237633,0.05,0.011882
FPI,Portafolio Modelo Junio 2020 - Marzo 2021,Perfil C,Fidelity Global Dividend,L46 LU0772969993,19.55,19.93,0.019437,0.15,0.002916
FPI,Portafolio Modelo Junio 2020 - Marzo 2021,Perfil C,Harmony Portfolios US Dollar Growth,S235 LU0651986738,1.65,1.97,0.193939,0.5,0.09697
FPI,Portafolio Modelo Marzo 2021 - marzo 2022,Perfil C,Fidelity Global Dividend,L46 LU0772969993,22.7,21.91,-0.034802,0.06,-0.002088
FPI,Portafolio Modelo Junio 2020 - Marzo 2021,Perfil C,Templeton Emerging Markets,J60 LU0128522744,44.47,52.83,0.187992,0.1,0.018799
FPI,Portafolio Modelo Marzo 2021 - marzo 2022,Perfil C,Harmony Portfolios US Dollar Growth,S235 LU0651986738,1.97,1.82,-0.076142,0.35,-0.02665
FPI,Portafolio Modelo Junio 2020 - Marzo 2021,Perfil C,Franklin Biotechnology Discovery,L39 LU0109394709,34.91,40.91,0.171871,0.04,0.006875
FPI,Portafolio Modelo Marzo 2021 - marzo 2022,Perfil C,Templeton Emerging Markets,J60 LU0128522744,56.62,39.75,-0.297951,0.15,-0.044693
FPI,Portafolio Modelo Junio 2020 - Marzo 2021,Perfil C,Aberdeen Standard SICAV I - Technology Equity,J96 LU0107464264,9.26,13.22,0.427646,0.06,0.025659
FPI,Portafolio Modelo Marzo 2021 - marzo 2022,Perfil C,Franklin Biotechnology Discovery,L39 LU0109394709,43.17,31.04,-0.280982,0.07,-0.019669
FPI,Portafolio Modelo Junio 2020 - Marzo 2021,Perfil C,Invesco Global Health Care,J57 LU1775952176,191.97,221.34,0.152993,0.07,0.01071
FPI,Portafolio Modelo Marzo 2021 - marzo 2022,Perfil C,JPMorgan Pacific Technology USD,j95 GB0003210027,2.01,1.26,-0.373134,0.07,-0.026119
FPI,Portafolio Modelo Junio 2020 - Marzo 2021,Perfil C,DWS Noor Precious Metals Securities,R69 IE00BMF77083,0.72,0.78,0.083333,0.04,0.003333
FPI,Portafolio Modelo Marzo 2021 - marzo 2022,Perfil C,DWS Noor Precious Metals Securities,R69 IE00BMF77083,0.78,0.74,-0.051282,0.05,-0.002564
FPI,Portafolio Modelo Junio 2020 - Marzo 2021,Perfil C,JPM Global Natural Resources,L19 LU0266512127,7.55,11.42,0.512583,0.04,0.020503
FPI,Portafolio Modelo Marzo 2021 - marzo 2022,Perfil C,JPM Global Natural Resources,L19 LU0266512127,11.32,14.01,0.237633,0.05,0.011882
FPI,Portafolio Modelo Marzo 2021 - marzo 2022,Perfil C,BlackRock Sustainable Energy USD,P69 LU0124384867,17.08,15.29,-0.104801,0.1,-0.01048
FPI,Portafolio Modelo Marzo 2021 - marzo 2022,Perfil C,Schroder Global Climate Change Equity USD,R34 LU0302445910,26.58,22.3,-0.161023,0.1,-0.016102
FPI,Portafolio Modelo Junio 2020 - Marzo 2021,Perfil D,Fidelity Global Dividend,L46 LU0772969993,19.55,19.93,0.019437,0.1,0.001944
FPI,Portafolio Modelo Junio 2020 - Marzo 2021,Perfil D,Harmony Portfolios US Dollar Growth,S235 LU0651986738,1.65,1.97,0.193939,0.4,0.077576
FPI,Portafolio Modelo Marzo 2021 - marzo 2022,Perfil D,Harmony Portfolios US Dollar Growth,S235 LU0651986738,1.97,1.82,-0.076142,0.15,-0.011421
FPI,Portafolio Modelo Junio 2020 - Marzo 2021,Perfil D,Templeton Emerging Markets,J60 LU0128522744,44.47,52.83,0.187992,0.15,0.028199
FPI,Portafolio Modelo Marzo 2021 - marzo 2022,Perfil D,Templeton Emerging Markets,J60 LU0128522744,56.62,39.75,-0.297951,0.15,-0.044693
FPI,Portafolio Modelo Junio 2020 - Marzo 2021,Perfil D,Franklin Biotechnology Discovery,L39 LU0109394709,34.91,40.91,0.171871,0.05,0.008594
FPI,Portafolio Modelo Marzo 2021 - marzo 2022,Perfil D,Franklin Biotechnology Discovery,L39 LU0109394709,43.17,31.04,-0.280982,0.1,-0.028098
FPI,Portafolio Modelo Junio 2020 - Marzo 2021,Perfil D,Aberdeen Standard SICAV I - Technology Equity,J96 LU0107464264,9.26,13.22,0.427646,0.1,0.042765
FPI,Portafolio Modelo Marzo 2021 - marzo 2022,Perfil D,JPMorgan Pacific Technology USD,j95 GB0003210027,2.01,1.26,-0.373134,0.1,-0.037313
FPI,Portafolio Modelo Junio 2020 - Marzo 2021,Perfil D,Invesco Global Health Care,J57 LU1775952176,191.97,221.34,0.152993,0.1,0.015299
FPI,Portafolio Modelo Marzo 2021 - marzo 2022,Perfil D,DWS Noor Precious Metals Securities,R69 IE00BMF77083,0.78,0.74,-0.051282,0.1,-0.005128
FPI,Portafolio Modelo Junio 2020 - Marzo 2021,Perfil D,DWS Noor Precious Metals Securities,R69 IE00BMF77083,0.72,0.78,0.083333,0.05,0.004167
FPI,Portafolio Modelo Marzo 2021 - marzo 2022,Perfil D,JPM Global Natural Resources,L19 LU0266512127,11.32,14.01,0.237633,0.1,0.023763
FPI,Portafolio Modelo Junio 2020 - Marzo 2021,Perfil D,JPM Global Natural Resources,L19 LU0266512127,7.55,11.42,0.512583,0.05,0.025629
FPI,Portafolio Modelo Marzo 2021 - marzo 2022,Perfil D,BlackRock Sustainable Energy USD,P69 LU0124384867,17.08,15.29,-0.104801,0.15,-0.01572
FPI,Portafolio Modelo Marzo 2021 - marzo 2022,Perfil D,Schroder Global Climate Change Equity USD,R34 LU0302445910,26.58,22.3,-0.161023,0.15,-0.024153
FPI,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil A,Fidelity Global Dividend USD,L46 LU0772969993,21.91,22.3,0.0178,0.3,0.00534
FPI,Portafolio Modelo Junio 2023 - Junio 2024,Perfil A,Fidelity Funds US Dollar Cash,L60 LU0261952922,11.8,12.42,0.052542,0.5,0.026271
FPI,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil A,CGWM Opportunity USD,P18 IE00B3BRDK12,2.42,2.51,0.03719,0.7,0.026033
FPI,Portafolio Modelo Junio 2023 - Junio 2024,Perfil A,JPM USD Money Market VNAV,J42 LU0945454980,109.9,115.47,0.050682,0.5,0.025341
FPI,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil B,Fidelity Global Dividend USD,L46 LU0772969993,21.91,22.3,0.0178,0.1,0.00178
FPI,Portafolio Modelo Junio 2023 - Junio 2024,Perfil B,CGWM Opportunity USD,P18 IE00B3BRDK12,2.51,2.8,0.115538,0.6,0.069323
FPI,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil B,CGWM Opportunity USD,P18 IE00B3BRDK12,2.42,2.51,0.03719,0.45,0.016736
FPI,Portafolio Modelo Junio 2023 - Junio 2024,Perfil B,Fidelity US Dollar Bond,L85 LU0261947682,16.54,17.21,0.040508,0.2,0.008102
FPI,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil B,JPMorgan Asian Smaller Companies USD,P66 GB00B1FH3G96,2.28,2.09,-0.083333,0.05,-0.004167
FPI,Portafolio Modelo Junio 2023 - Junio 2024,Perfil B,Mellon Global Bond,P67 IE0003924739,1.98,1.97,-0.005051,0.2,-0.00101
FPI,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil B,JPMorgan Pacific Technology USD,j95 GB0003210027,1.26,1.2,-0.047619,0.15,-0.007143
FPI,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil B,DWS Noor Precious Metals Securities,R69 IE00BMF77083,0.74,0.62,-0.162162,0.05,-0.008108
FPI,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil B,JPM Global Natural Resources,L19 LU0266512127,14.01,13.84,-0.012134,0.1,-0.001213
FPI,Portafolio Modelo Junio 2023 - Junio 2024,Perfil C,CGWM Opportunity USD,P18 IE00B3BRDK12,2.51,2.8,0.115538,0.55,0.063546
FPI,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil B,BlackRock Sustainable Energy USD,P69 LU0124384867,15.29,17.63,0.153041,0.1,0.015304
FPI,Portafolio Modelo Junio 2023 - Junio 2024,Perfil C,JPM Global Growth,L18 LU0210533765,24.04,31.63,0.315724,0.15,0.047359
FPI,Portafolio Modelo Junio 2023 - Junio 2024,Perfil C,AB Sustainable Global Thematic,L93 LU0069063385,39.09,42.56,0.08877,0.1,0.008877
FPI,Portafolio Modelo Junio 2023 - Junio 2024,Perfil C,Fidelity US Dollar Bond,L85 LU0261947682,16.54,17.21,0.040508,0.1,0.004051
FPI,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil C,CGWM Opportunity USD,P18 IE00B3BRDK12,2.42,2.51,0.03719,0.3,0.011157
FPI,Portafolio Modelo Junio 2023 - Junio 2024,Perfil C,Mellon Global Bond,P67 IE0003924739,1.98,1.97,-0.005051,0.1,-0.000505
FPI,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil C,JPMorgan Asian Smaller Companies USD,P66 GB00B1FH3G96,2.28,2.09,-0.083333,0.05,-0.004167
FPI,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil C,JPMorgan Pacific Technology USD,j95 GB0003210027,1.26,1.2,-0.047619,0.2,-0.009524
FPI,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil C,Invesco Global Health Care Innovation USD,J57 LU1775952176,205.62,208.95,0.016195,0.1,0.00162
FPI,Portafolio Modelo Junio 2023 - Junio 2024,Perfil D,CGWM Opportunity USD,P18 IE00B3BRDK12,2.51,2.8,0.115538,0.55,0.063546
FPI,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil C,DWS Noor Precious Metals Securities,R69 IE00BMF77083,0.74,0.62,-0.162162,0.05,-0.008108
FPI,Portafolio Modelo Junio 2023 - Junio 2024,Perfil D,JPM Global Growth,L18 LU0210533765,24.04,31.63,0.315724,0.15,0.047359
FPI,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil C,JPM Global Natural Resources,L19 LU0266512127,14.01,13.84,-0.012134,0.15,-0.00182
FPI,Portafolio Modelo Junio 2023 - Junio 2024,Perfil D,AB Sustainable Global Thematic,L93 LU0069063385,39.09,42.56,0.08877,0.1,0.008877
FPI,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil C,BlackRock Sustainable Energy USD,P69 LU0124384867,15.29,17.63,0.153041,0.15,0.022956
FPI,Portafolio Modelo Junio 2023 - Junio 2024,Perfil D,JPM Global Natural Resources,L19 LU0266512127,13.84,14.76,0.066474,0.1,0.006647
FPI,Portafolio Modelo Junio 2023 - Junio 2024,Perfil D,Franklin Biotechnology Discovery,L39 LU0109394709,34.17,44.76,0.309921,0.1,0.030992
FPI,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil D,CGWM Opportunity USD,P18 IE00B3BRDK12,2.42,2.51,0.03719,0.15,0.005579
FPI,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil D,JPMorgan Asian Smaller Companies USD,P66 GB00B1FH3G96,2.28,2.09,-0.083333,0.1,-0.008333
FPI,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil D,JPMorgan Pacific Technology USD,j95 GB0003210027,1.26,1.2,-0.047619,0.25,-0.011905
FPI,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil D,Invesco Global Health Care Innovation USD,J57 LU1775952176,205.62,208.95,0.016195,0.1,0.00162
FPI,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil D,DWS Noor Precious Metals Securities,R69 IE00BMF77083,0.74,0.62,-0.162162,0.1,-0.016216
FPI,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil D,JPM Global Natural Resources,L19 LU0266512127,14.01,13.84,-0.012134,0.1,-0.001213
FPI,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil D,BlackRock Sustainable Energy USD,P69 LU0124384867,15.29,17.63,0.153041,0.2,0.030608
FPI,Portafolio Modelo Junio 2024 - Julio 2024,Perfil A,Fidelity Funds US Dollar Cash,L60 LU0261952922,12.42,12.44,0.00161,0.5,0.000805
FPI,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil A,Fidelity Funds US Dollar Cash,L60 LU0261952922,12.44,12.5,0.004823,0.5,0.002412
FPI,Portafolio Modelo Junio 2024 - Julio 2024,Perfil A,JPM USD Money Market VNAV,J42 LU0945454980,115.47,115.69,0.001905,0.5,0.000953
FPI,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil A,JPM USD Money Market VNAV,J42 LU0945454980,115.69,116.18,0.004235,0.5,0.002118
FPI,Portafolio Modelo Junio 2024 - Julio 2024,Perfil B,CGWM Opportunity USD,P18 IE00B3BRDK12,2.8,2.83,0.010714,0.6,0.006428
FPI,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil B,CGWM Opportunity USD,P18 IE00B3BRDK12,2.83,2.87,0.014134,0.6,0.00848
FPI,Portafolio Modelo Junio 2024 - Julio 2024,Perfil B,Fidelity US Dollar Bond,L85 LU0261947682,17.21,17.3,0.00523,0.2,0.001046
FPI,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil B,Fidelity US Dollar Bond,L85 LU0261947682,17.3,17.62,0.018497,0.2,0.003699
FPI,Portafolio Modelo Junio 2024 - Julio 2024,Perfil B,Mellon Global Bond,P67 IE0003924739,1.97,1.98,0.005076,0.2,0.001015
FPI,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil B,Mellon Global Bond,P67 IE0003924739,1.98,2.02,0.020202,0.2,0.00404
FPI,Portafolio Modelo Junio 2024 - Julio 2024,Perfil C,CGWM Opportunity USD,P18 IE00B3BRDK12,2.8,2.83,0.010714,0.55,0.005893
FPI,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil C,CGWM Opportunity USD,P18 IE00B3BRDK12,2.83,2.87,0.014134,0.55,0.007774
FPI,Portafolio Modelo Junio 2024 - Julio 2024,Perfil C,JPM Global Growth,L18 LU0210533765,31.63,30.81,-0.025925,0.15,-0.003889
FPI,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil C,JPM Global Growth,L18 LU0210533765,30.81,31.59,0.025316,0.15,0.003797
FPI,Portafolio Modelo Junio 2024 - Julio 2024,Perfil C,AB Sustainable Global Thematic,L93 LU0069063385,42.56,42.78,0.005169,0.1,0.000517
FPI,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil C,AB Sustainable Global Thematic,L93 LU0069063385,42.78,43.04,0.006078,0.1,0.000608
FPI,Portafolio Modelo Junio 2024 - Julio 2024,Perfil C,Fidelity US Dollar Bond,L85 LU0261947682,17.21,17.3,0.00523,0.1,0.000523
FPI,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil C,Fidelity US Dollar Bond,L85 LU0261947682,17.3,17.62,0.018497,0.1,0.00185
FPI,Portafolio Modelo Junio 2024 - Julio 2024,Perfil C,Mellon Global Bond,P67 IE0003924739,1.97,1.98,0.005076,0.1,0.000508
FPI,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil C,Mellon Global Bond,P67 IE0003924739,1.98,2.02,0.020202,0.1,0.00202
FPI,Portafolio Modelo Junio 2024 - Julio 2024,Perfil D,CGWM Opportunity USD,P18 IE00B3BRDK12,2.8,2.83,0.010714,0.55,0.005893
FPI,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil D,CGWM Opportunity USD,P18 IE00B3BRDK12,2.83,2.87,0.014134,0.55,0.007774
FPI,Portafolio Modelo Junio 2024 - Julio 2024,Perfil D,JPM Global Growth,L18 LU0210533765,31.63,30.81,-0.025925,0.15,-0.003889
FPI,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil D,JPM Global Growth,L18 LU0210533765,30.81,31.59,0.025316,0.15,0.003797
FPI,Portafolio Modelo Junio 2024 - Julio 2024,Perfil D,AB Sustainable Global Thematic,L93 LU0069063385,42.56,42.78,0.005169,0.1,0.000517
FPI,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil D,AB Sustainable Global Thematic,L93 LU0069063385,42.78,43.04,0.006078,0.1,0.000608
FPI,Portafolio Modelo Junio 2024 - Julio 2024,Perfil D,JPM Global Natural Resources,L19 LU0266512127,14.76,14.29,-0.031843,0.1,-0.003184
