Sheet,Period,Profile,Fund_Name,ISIN,Initial_Price,Final_Price,Return_Pct,Weight,Weighted_Return
Utmost Below,Portafolio Modelo Diciembre 2024 - Enero 2025,Perfil A,Schroder ISF US Dollar Liquidity,LU0136043808,122.51,122.93,0.003428,0.5,0.001714
Utmost Below,Portafolio Modelo Diciembre 2024 - Enero 2025,Perfil A,Ninety One GSF US Dollar Money,LU0345758782,20.38,19.99,-0.019136,0.5,-0.009568
Utmost Below,Portafolio Modelo Diciembre 2024 - Enero 2025,Perfil B,Canaccord Genuity Opportunity,IE00B3BRDK12,2.89,2.96,0.024221,0.6,0.014533
Utmost Below,Portafolio Modelo Diciembre 2024 - Enero 2025,Perfil B,JPMorgan US Bond,LU0070215933,239.94,241.27,0.005543,0.2,0.001109
Utmost Below,Portafolio Modelo Diciembre 2024 - Enero 2025,Perfil B,Jupiter Dynamic Bond,LU0853555463,13.35,13.45,0.007491,0.2,0.001498
Utmost Below,Portafolio Modelo Diciembre 2024 - Enero 2025,Perfil C,Canaccord Genuity Opportunity,IE00B3BRDK12,2.89,2.96,0.024221,0.6,0.014533
Utmost Below,Portafolio Modelo Diciembre 2024 - Enero 2025,Perfil C,Guinness Global Innovators,IE00BQXX3F31,27.44,28.74,0.047376,0.2,0.009475
Utmost Below,Portafolio Modelo Diciembre 2024 - Enero 2025,Perfil C,JPMorgan US Bond,LU0070215933,239.94,241.27,0.005543,0.2,0.001109
Utmost Below,Portafolio Modelo Diciembre 2024 - Enero 2025,Perfil D,Canaccord Genuity Opportunity,IE00B3BRDK12,2.89,2.96,0.024221,0.6,0.014533
Utmost Below,Portafolio Modelo Diciembre 2024 - Enero 2025,Perfil D,Guinness Global Innovators,IE00BQXX3F31,27.44,28.74,0.047376,0.2,0.009475
Utmost Below,Portafolio Modelo Diciembre 2024 - Enero 2025,Perfil D,Invesco Global Healthcare Innovation,LU1775952176,219.55,237.74,0.082851,0.2,0.01657
Utmost Below,Portafolio Modelo Febrero 2025 - Marzo 2025,Perfil A,Schroder ISF US Dollar Liquidity,LU0136043808,123.32,123.73,0.003325,0.5,0.001662
Utmost Below,Portafolio Modelo Febrero 2025 - Marzo 2025,Perfil A,Ninety One GSF US Dollar Money,LU0345758782,20.05,20.11,0.002993,0.5,0.001497
Utmost Below,Portafolio Modelo Febrero 2025 - Marzo 2025,Perfil B,Canaccord Genuity Opportunity,IE00B3BRDK12,2.94,2.88,-0.020408,0.6,-0.012245
Utmost Below,Portafolio Modelo Febrero 2025 - Marzo 2025,Perfil B,JPMorgan US Bond,LU0070215933,245.13,245.42,0.001183,0.2,0.000237
Utmost Below,Portafolio Modelo Febrero 2025 - Marzo 2025,Perfil B,Jupiter Dynamic Bond,LU0853555463,13.7,13.6,-0.007299,0.2,-0.00146
Utmost Below,Portafolio Modelo Febrero 2025 - Marzo 2025,Perfil C,Canaccord Genuity Opportunity,IE00B3BRDK12,2.94,2.88,-0.020408,0.6,-0.012245
Utmost Below,Portafolio Modelo Febrero 2025 - Marzo 2025,Perfil C,Guinness Global Innovators,IE00BQXX3F31,28.12,26.33,-0.063656,0.2,-0.012731
Utmost Below,Portafolio Modelo Febrero 2025 - Marzo 2025,Perfil C,JPMorgan US Bond,LU0070215933,245.13,245.42,0.001183,0.2,0.000237
Utmost Below,Portafolio Modelo Febrero 2025 - Marzo 2025,Perfil D,Canaccord Genuity Opportunity,IE00B3BRDK12,2.94,2.88,-0.020408,0.6,-0.012245
Utmost Below,Portafolio Modelo Febrero 2025 - Marzo 2025,Perfil D,Guinness Global Innovators,IE00BQXX3F31,28.12,26.33,-0.063656,0.2,-0.012731
Utmost Below,Portafolio Modelo Febrero 2025 - Marzo 2025,Perfil D,Invesco Global Healthcare Innovation,LU1775952176,231.67,224.85,-0.029438,0.2,-0.005888
Utmost Below,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil A,Schroder ISF US Dollar Liquidity,LU0136043808,124.12,124.5,0.003062,0.5,0.001531
Utmost Below,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil A,Ninety One GSF US Dollar Money,LU0345758782,20.17,20.24,0.003471,0.5,0.001736
Utmost Below,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil B,Canaccord Genuity Opportunity,IE00B3BRDK12,2.88,2.99,0.038194,0.6,0.022916
Utmost Below,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil B,JPMorgan US Bond,LU0070215933,246.14,243.98,-0.008775,0.2,-0.001755
Utmost Below,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil B,Jupiter Dynamic Bond,LU0853555463,13.74,13.7,-0.002911,0.2,-0.000582
Utmost Below,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil C,Canaccord Genuity Opportunity,IE00B3BRDK12,2.88,2.99,0.038194,0.6,0.022916
Utmost Below,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil C,Guinness Global Innovators,IE00BQXX3F31,26.68,28.5,0.068216,0.2,0.013643
Utmost Below,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil C,JPMorgan US Bond,LU0070215933,246.14,243.98,-0.008775,0.2,-0.001755
Utmost Below,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil D,Canaccord Genuity Opportunity,IE00B3BRDK12,2.88,2.99,0.038194,0.6,0.022916
Utmost Below,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil D,Guinness Global Innovators,IE00BQXX3F31,26.68,28.5,0.068216,0.2,0.013643
Utmost Below,Portafolio Modelo Abril 2025 - Mayo 2025,Perfil D,Invesco Global Healthcare Innovation,LU1775952176,225.22,217.86,-0.032679,0.2,-0.006536
Utmost Below,Portafolio Modelo junio 2025 - July 2025,Perfil A,Schroder ISF US Dollar Liquidity,LU0136043808,124.94,125.34,0.003202,0.5,0.001601
Utmost Below,Portafolio Modelo junio 2025 - July 2025,Perfil A,Ninety One GSF US Dollar Money,LU0345758782,19.92,19.99,0.003514,0.5,0.001757
Utmost Below,Portafolio Modelo junio 2025 - July 2025,Perfil B,Canaccord Genuity Opportunity,IE00B3BRDK12,3.08,3.11,0.00974,0.6,0.005844
Utmost Below,Portafolio Modelo junio 2025 - July 2025,Perfil B,JPMorgan US Bond,LU0070215933,247.09,247.66,0.002307,0.2,0.000461
Utmost Below,Portafolio Modelo junio 2025 - July 2025,Perfil B,Jupiter Dynamic Bond,LU0853555463,13.92,13.94,0.001437,0.2,0.000287
Utmost Below,Portafolio Modelo junio 2025 - July 2025,Perfil C,Canaccord Genuity Opportunity,IE00B3BRDK12,3.08,3.11,0.00974,0.6,0.005844
Utmost Below,Portafolio Modelo junio 2025 - July 2025,Perfil C,Guinness Global Innovators,IE00BQXX3F31,30.06,30.04,-0.000665,0.2,-0.000133
Utmost Below,Portafolio Modelo junio 2025 - July 2025,Perfil C,JPMorgan US Bond,LU0070215933,247.09,247.66,0.002307,0.2,0.000461
Utmost Below,Portafolio Modelo junio 2025 - July 2025,Perfil D,Canaccord Genuity Opportunity,IE00B3BRDK12,3.08,3.11,0.00974,0.6,0.005844
Utmost Below,Portafolio Modelo junio 2025 - July 2025,Perfil D,Guinness Global Innovators,IE00BQXX3F31,30.06,30.04,-0.000665,0.2,-0.000133
Utmost Below,Portafolio Modelo junio 2025 - July 2025,Perfil D,Invesco Global Healthcare Innovation,LU1775952176,223.86,222.21,-0.007371,0.2,-0.001474
Hansard,Portafolio Modelo Julio 2020 - Marzo 2021,Perfil A,Harmony Portfolios US Dollar Balanced,MC144S2 LU0651986225,1.44,1.6,0.111111,0.5,0.055556
Hansard,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil A,Harmony Portfolios US Dollar Balanced,MC144S2 LU0651986225,1.6,1.49,-0.06875,0.25,-0.017188
Hansard,Portafolio Modelo Julio 2020 - Marzo 2021,Perfil A,Pimco Global Investment Grade Credit USD,MC247S2 IE00B3K7XK29,19.51,19.58,0.003588,0.2,0.000718
Hansard,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil A,Pimco Global Investment Grade Credit USD,MC247S2 IE00B3K7XK29,19.58,17.26,-0.118488,0.25,-0.029622
Hansard,Portafolio Modelo Julio 2020 - Marzo 2021,Perfil A,Invesco Bond,MC21S2 LU1775947762,30.19,30.26,0.002319,0.2,0.000464
Hansard,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil A,Invesco Bond,MC21S2 LU1775947762,30.26,24.26,-0.198282,0.25,-0.049571
Hansard,Portafolio Modelo Julio 2020 - Marzo 2021,Perfil A,Ninety One GSF Global Franchise A Acc USD,MC186S2 LU0426412945,68.39,77.51,0.133353,0.1,0.013335
Hansard,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil A,Ninety One GSF Global Franchise A Acc USD,MC186S2 LU0426412945,77.51,71.83,-0.073281,0.25,-0.01832
Hansard,Portafolio Modelo Julio 2020 - Marzo 2021,Perfil B,Pimco Global Investment Grade Credit USD,MC247S2 IE00B3K7XK29,19.51,19.58,0.003588,0.2,0.000718
Hansard,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil B,Pimco Global Investment Grade Credit USD,MC247S2 IE00B3K7XK29,19.58,17.26,-0.118488,0.15,-0.017773
Hansard,Portafolio Modelo Julio 2020 - Marzo 2021,Perfil B,Ninety One GSF Global Franchise A Acc USD,MC186S2 LU0426412945,68.39,77.51,0.133353,0.2,0.026671
Hansard,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil B,Invesco Bond,MC21S2 LU1775947762,30.26,24.26,-0.198282,0.15,-0.029742
Hansard,Portafolio Modelo Julio 2020 - Marzo 2021,Perfil B,Harmony USD Growth,MC145S2 LU0651986738,1.7,1.97,0.158824,0.5,0.079412
Hansard,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil B,Ninety One GSF Global Franchise A Acc USD,MC186S2 LU0426412945,77.51,71.83,-0.073281,0.1,-0.007328
Hansard,Portafolio Modelo Julio 2020 - Marzo 2021,Perfil B,Fidelity Global Technology USD,MC243S2 LU1046421795,32.81,43.84,0.336178,0.05,0.016809
Hansard,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil B,Harmony USD Growth,MC145S2 LU0651986738,1.97,1.82,-0.076142,0.35,-0.02665
Hansard,Portafolio Modelo Julio 2020 - Marzo 2021,Perfil B,Invesco Global Healthcare,MC22S2 LU1775982595,166.59,190.92,0.146047,0.05,0.007302
Hansard,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil B,Fidelity Emerging Markets USD,MC229S2 LU0261950470,27.17,19.51,-0.281929,0.1,-0.028193
Hansard,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil B,BlackRock World Gold,MC147S2 LU0055631609,40.98,38.79,-0.053441,0.05,-0.002672
Hansard,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil B,JP Morgan Natural Resources,MB28S2 LU0900828681,102.73,140.55,0.36815,0.05,0.018408
Hansard,Portafolio Modelo Julio 2020 - Marzo 2021,Perfil C,Ninety One GSF Global Franchise A Acc USD,MC186S2 LU0426412945,68.39,77.51,0.133353,0.15,0.020003
Hansard,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil B,Guinness Global Innovators USD,MC217S2 IE00BQXX3F31,21.93,18.92,-0.137255,0.05,-0.006863
Hansard,Portafolio Modelo Julio 2020 - Marzo 2021,Perfil C,Harmony USD Growth,MC145S2 LU0651986738,1.7,1.97,0.158824,0.5,0.079412
Hansard,Portafolio Modelo Julio 2020 - Marzo 2021,Perfil C,Fidelity Emerging Markets USD,MC229S2 LU0261950470,21.01,27.17,0.293194,0.1,0.029319
Hansard,Portafolio Modelo Julio 2020 - Marzo 2021,Perfil C,Fidelity Global Technology USD,MC243S2 LU1046421795,32.81,43.84,0.336178,0.1,0.033618
Hansard,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil C,Harmony USD Growth,MC145S2 LU0651986738,1.97,1.82,-0.076142,0.35,-0.02665
Hansard,Portafolio Modelo Julio 2020 - Marzo 2021,Perfil C,Invesco Global Healthcare,MC22S2 LU1775982595,166.59,190.92,0.146047,0.07,0.010223
Hansard,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil C,Fidelity Emerging Markets USD,MC229S2 LU0261950470,27.17,19.51,-0.281929,0.15,-0.042289
Hansard,Portafolio Modelo Julio 2020 - Marzo 2021,Perfil C,BlackRock World Gold,MC147S2 LU0055631609,49.67,39.98,-0.195088,0.04,-0.007804
Hansard,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil C,BlackRock World Gold,MC147S2 LU0055631609,40.98,38.79,-0.053441,0.05,-0.002672
Hansard,Portafolio Modelo Julio 2020 - Marzo 2021,Perfil C,JP Morgan Natural Resources,MB28S2 LU0900828681,82.04,102.73,0.252194,0.04,0.010088
Hansard,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil C,JP Morgan Natural Resources,MB28S2 LU0900828681,102.73,140.55,0.36815,0.05,0.018408
Hansard,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil C,Guinness Global Innovators USD,MC217S2 IE00BQXX3F31,21.93,18.92,-0.137255,0.1,-0.013725
Hansard,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil C,Guinness Global Equity Income USD,MC216S2 IE00BVYPNW00,16.87,17.41,0.032009,0.1,0.003201
Hansard,Portafolio Modelo Julio 2020 - Marzo 2021,Perfil D,Ninety One GSF Global Franchise A Acc USD,MC186S2 LU0426412945,68.39,77.51,0.133353,0.1,0.013335
Hansard,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil C,BlackRock Sustainable Energy Fund USD,MC201S2 LU0124384867,17.08,15.29,-0.104801,0.1,-0.01048
Hansard,Portafolio Modelo Julio 2020 - Marzo 2021,Perfil D,Harmony USD Growth,MC145S2 LU0651986738,1.7,1.97,0.158824,0.4,0.06353
Hansard,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil C,Jupiter Global Ecology Growth USD,MC118S2 LU0300038618,16.2,14.29,-0.117901,0.1,-0.01179
Hansard,Portafolio Modelo Julio 2020 - Marzo 2021,Perfil D,Fidelity Emerging Markets USD,MC229S2 LU0261950470,21.01,27.17,0.293194,0.15,0.043979
Hansard,Portafolio Modelo Julio 2020 - Marzo 2021,Perfil D,Fidelity Global Technology USD,MC243S2 LU1046421795,32.81,43.84,0.336178,0.15,0.050427
Hansard,Portafolio Modelo Julio 2020 - Marzo 2021,Perfil D,Invesco Global Healthcare,MC22S2 LU1775982595,166.59,190.92,0.146047,0.1,0.014605
Hansard,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil D,Harmony USD Growth,MC145S2 LU0651986738,1.97,1.82,-0.076142,0.15,-0.011421
Hansard,Portafolio Modelo Julio 2020 - Marzo 2021,Perfil D,BlackRock World Gold,MC147S2 LU0055631609,49.67,39.98,-0.195088,0.05,-0.009754
Hansard,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil D,Fidelity Emerging Markets USD,MC229S2 LU0261950470,27.17,19.51,-0.281929,0.15,-0.042289
Hansard,Portafolio Modelo Julio 2020 - Marzo 2021,Perfil D,JP Morgan Natural Resources,MB28S2 LU0900828681,82.04,102.73,0.252194,0.05,0.01261
Hansard,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil D,BlackRock World Gold,MC147S2 LU0055631609,40.98,38.79,-0.053441,0.1,-0.005344
Hansard,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil D,JP Morgan Natural Resources,MB28S2 LU0900828681,102.73,140.55,0.36815,0.1,0.036815
Hansard,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil D,Guinness Global Innovators USD,MC217S2 IE00BQXX3F31,21.93,18.92,-0.137255,0.13,-0.017843
Hansard,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil D,Guinness Global Equity Income USD,MC216S2 IE00BVYPNW00,16.87,17.41,0.032009,0.13,0.004161
Hansard,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil D,BlackRock Sustainable Energy Fund USD,MC201S2 LU0124384867,17.08,15.29,-0.104801,0.12,-0.012576
Hansard,Portafolio Modelo Marzo 2021 - Marzo 2022,Perfil D,Jupiter Global Ecology Growth USD,MC118S2 LU0300038618,16.2,14.29,-0.117901,0.12,-0.014148
Hansard,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil A,Harmony Portfolios US Dollar Balanced,MC144S2 LU0651986225,1.49,1.45,-0.026846,0.3,-0.008054
Hansard,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil A,CGWM Diversity USD,MC220S2 IE00B3BRDM36,1.66,1.67,0.006024,0.7,0.004217
Hansard,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil B,Harmony Portfolios US Dollar Balanced,MC144S2 LU0651986225,1.49,1.45,-0.026846,0.1,-0.002685
Hansard,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil B,CGWM Diversity USD,MC220S2 IE00B3BRDM36,1.66,1.67,0.006024,0.45,0.002711
Hansard,Portafolio Modelo Junio 2023 - Junio 2024,Perfil A,US Dollar Deposit USD,C04S2,1.5,1.55,0.033333,1,0.033333
Hansard,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil B,JPMorgan Asian Smaller Companies USD,MC41S2 GB00B1FH3G96,2.28,2.09,-0.083333,0.05,-0.004167
Hansard,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil B,Janus Henderson Global Sustainable Equity GBP,MB48S2 GB0005027221,481.1,495.3,0.029516,0.1,0.002952
Hansard,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil B,JP Morgan US Select Equity Fund USD,MC202S2 LU0070214290,585.62,626.97,0.070609,0.15,0.010591
Hansard,Portafolio Modelo Junio 2023 - Junio 2024,Perfil B,Canaccord Genuity Opportunity USD,MC156S2 IE00B3BRDK12,2.51,2.85,0.135458,0.6,0.081275
Hansard,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil B,BlackRock World Gold,MC147S2 LU0055631609,38.79,34.85,-0.101573,0.05,-0.005079
Hansard,Portafolio Modelo Junio 2023 - Junio 2024,Perfil B,Fidelity Sustainable Strategic Bond USD,MC221S2 LU0594300849,10.5,11.18,0.064762,0.2,0.012952
Hansard,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil B,JP Morgan Natural Resources GBP,MB28S2 LU0900828681,140.55,135.59,-0.03529,0.1,-0.003529
Hansard,Portafolio Modelo Junio 2023 - Junio 2024,Perfil B,Invesco Bond USD,MC21S2 LU1775947762,23.12,23.28,0.00692,0.2,0.001384
Hansard,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil C,CGWM Diversity USD,MC220S2 IE00B3BRDM36,1.66,1.67,0.006024,0.3,0.001807
Hansard,Portafolio Modelo Junio 2023 - Junio 2024,Perfil C,Canaccord Genuity Opportunity USD,MC156S2 IE00B3BRDK12,2.51,2.85,0.135458,0.55,0.074502
Hansard,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil C,JPMorgan Asian Smaller Companies USD,MC41S2 GB00B1FH3G96,2.28,2.09,-0.083333,0.05,-0.004167
Hansard,Portafolio Modelo Junio 2023 - Junio 2024,Perfil C,Guinness Global Innovators USD,MC217S2 IE00BQXX3F31,22.08,26.87,0.216938,0.15,0.032541
Hansard,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil C,Janus Henderson Global Sustainable Equity GBP,MB48S2 GB0005027221,481.1,495.3,0.029516,0.15,0.004427
Hansard,Portafolio Modelo Junio 2023 - Junio 2024,Perfil C,Jupiter Global Ecology Growth USD,MC118S2 LU0300038618,15.65,17.08,0.091374,0.1,0.009137
Hansard,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil C,JP Morgan US Select Equity Fund USD,MC202S2 LU0070214290,585.62,626.97,0.070609,0.2,0.014122
Hansard,Portafolio Modelo Junio 2023 - Junio 2024,Perfil C,Fidelity Sustainable Strategic Bond USD,MC221S2 LU0594300849,10.5,11.18,0.064762,0.1,0.006476
Hansard,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil C,BlackRock World Gold,MC147S2 LU0055631609,38.79,34.85,-0.101573,0.05,-0.005079
Hansard,Portafolio Modelo Junio 2023 - Junio 2024,Perfil C,Invesco Bond USD,MC21S2 LU1775947762,23.12,23.28,0.00692,0.1,0.000692
Hansard,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil C,JP Morgan Natural Resources GBP,MB28S2 LU0900828681,140.55,135.59,-0.03529,0.1,-0.003529
Hansard,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil C,Guinness Global Equity Income USD,MC216S2 IE00BVYPNW00,17.41,18.95,0.088455,0.1,0.008846
Hansard,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil C,Jupiter Global Ecology Growth USD,MC118S2 LU0300038618,14.29,15.65,0.095171,0.05,0.004759
Hansard,Portafolio Modelo Junio 2023 - Junio 2024,Perfil D,Canaccord Genuity Opportunity USD,MC156S2 IE00B3BRDK12,2.51,2.85,0.135458,0.55,0.074502
Hansard,Portafolio Modelo Junio 2023 - Junio 2024,Perfil D,Guinness Global Innovators USD,MC217S2 IE00BQXX3F31,22.08,26.87,0.216938,0.15,0.032541
Hansard,Portafolio Modelo Junio 2023 - Junio 2024,Perfil D,Jupiter Global Ecology Growth USD,MC118S2 LU0300038618,15.65,17.08,0.091374,0.1,0.009137
Hansard,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil D,CGWM Diversity USD,MC220S2 IE00B3BRDM36,1.66,1.67,0.006024,0.15,0.000904
Hansard,Portafolio Modelo Junio 2023 - Junio 2024,Perfil D,JPM Global Natural Resources USD,MB28S2 LU0900828681,135.59,141.38,0.042702,0.1,0.00427
Hansard,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil D,JPMorgan Asian Smaller Companies USD,MC41S2 GB00B1FH3G96,2.28,2.09,-0.083333,0.1,-0.008333
Hansard,Portafolio Modelo Junio 2023 - Junio 2024,Perfil D,Invesco Global Healthcare Innovation USD,MC22S2 LU1775982595,177.82,205.4,0.155101,0.1,0.01551
Hansard,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil D,Janus Henderson Global Sustainable Equity GBP,MB48S2 GB0005027221,481.1,495.3,0.029516,0.2,0.005903
Hansard,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil D,JP Morgan US Select Equity Fund USD,MC202S2 LU0070214290,585.62,626.97,0.070609,0.25,0.017652
Hansard,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil D,BlackRock World Gold,MC147S2 LU0055631609,38.79,34.85,-0.101573,0.1,-0.010157
Hansard,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil D,JP Morgan Natural Resources GBP,MB28S2 LU0900828681,140.55,135.59,-0.03529,0.1,-0.003529
Hansard,Portafolio Modelo Marzo 2022 - Jun 2023,Perfil D,Jupiter Global Ecology Growth USD,MC118S2 LU0300038618,14.29,15.65,0.095171,0.1,0.009517
Hansard,Portafolio Modelo Junio 2024 - Julio 2024,Perfil A,US Dollar Deposit USD,C04S2,1.55,1.55,0.0,1,0.0
Hansard,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil A,US Dollar Deposit USD,C04S2,1.55,1.55,0.0,1,0.0
Hansard,Portafolio Modelo Junio 2024 - Julio 2024,Perfil B,Canaccord Genuity Opportunity USD,MC156S2 IE00B3BRDK12,2.85,2.82,-0.010526,0.6,-0.006316
Hansard,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil B,Canaccord Genuity Opportunity USD,MC156S2 IE00B3BRDK12,2.82,2.87,0.01773,0.6,0.010638
Hansard,Portafolio Modelo Junio 2024 - Julio 2024,Perfil B,Fidelity Sustainable Strategic Bond USD,MC221S2 LU0594300849,11.18,11.28,0.008945,0.2,0.001789
Hansard,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil B,Fidelity Sustainable Strategic Bond USD,MC221S2 LU0594300849,11.28,11.34,0.005319,0.2,0.001064
Hansard,Portafolio Modelo Junio 2024 - Julio 2024,Perfil B,Invesco Bond USD,MC21S2 LU1775947762,23.28,23.49,0.009021,0.2,0.001804
Hansard,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil B,Invesco Bond USD,MC21S2 LU1775947762,23.49,24.17,0.028948,0.2,0.00579
Hansard,Portafolio Modelo Junio 2024 - Julio 2024,Perfil C,Canaccord Genuity Opportunity USD,MC156S2 IE00B3BRDK12,2.85,2.82,-0.010526,0.55,-0.005789
Hansard,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil C,Canaccord Genuity Opportunity USD,MC156S2 IE00B3BRDK12,2.82,2.87,0.01773,0.55,0.009751
Hansard,Portafolio Modelo Junio 2024 - Julio 2024,Perfil C,Guinness Global Innovators USD,MC217S2 IE00BQXX3F31,26.87,26.34,-0.019725,0.15,-0.002959
Hansard,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil C,Guinness Global Innovators USD,MC217S2 IE00BQXX3F31,26.34,27.52,0.044799,0.15,0.00672
Hansard,Portafolio Modelo Junio 2024 - Julio 2024,Perfil C,Jupiter Global Ecology Growth USD,MC118S2 LU0300038618,17.08,17.37,0.016979,0.1,0.001698
Hansard,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil C,Jupiter Global Ecology Growth USD,MC118S2 LU0300038618,17.37,17.74,0.021301,0.1,0.00213
Hansard,Portafolio Modelo Junio 2024 - Julio 2024,Perfil C,Fidelity Sustainable Strategic Bond USD,MC221S2 LU0594300849,11.18,11.28,0.008945,0.1,0.000895
Hansard,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil C,Fidelity Sustainable Strategic Bond USD,MC221S2 LU0594300849,11.28,11.34,0.005319,0.1,0.000532
Hansard,Portafolio Modelo Junio 2024 - Julio 2024,Perfil C,Invesco Bond USD,MC21S2 LU1775947762,23.28,23.49,0.009021,0.1,0.000902
Hansard,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil C,Invesco Bond USD,MC21S2 LU1775947762,23.49,24.17,0.028948,0.1,0.002895
Hansard,Portafolio Modelo Junio 2024 - Julio 2024,Perfil D,Canaccord Genuity Opportunity USD,MC156S2 IE00B3BRDK12,2.85,2.82,-0.010526,0.55,-0.005789
Hansard,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil D,Canaccord Genuity Opportunity USD,MC156S2 IE00B3BRDK12,2.82,2.87,0.01773,0.55,0.009751
Hansard,Portafolio Modelo Junio 2024 - Julio 2024,Perfil D,Guinness Global Innovators USD,MC217S2 IE00BQXX3F31,26.87,26.34,-0.019725,0.15,-0.002959
Hansard,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil D,Guinness Global Innovators USD,MC217S2 IE00BQXX3F31,26.34,27.52,0.044799,0.15,0.00672
Hansard,Portafolio Modelo Junio 2024 - Julio 2024,Perfil D,Jupiter Global Ecology Growth USD,MC118S2 LU0300038618,17.08,17.37,0.016979,0.1,0.001698
Hansard,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil D,Jupiter Global Ecology Growth USD,MC118S2 LU0300038618,17.37,17.74,0.021301,0.1,0.00213
Hansard,Portafolio Modelo Junio 2024 - Julio 2024,Perfil D,JPM Global Natural Resources USD,MB28S2 LU0900828681,141.38,140.38,-0.007073,0.1,-0.000707
Hansard,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil D,JPM Global Natural Resources USD,MB28S2 LU0900828681,140.38,136.57,-0.027141,0.1,-0.002714
Hansard,Portafolio Modelo Junio 2024 - Julio 2024,Perfil D,Invesco Global Healthcare Innovation USD,MC22S2 LU1775982595,205.4,203.04,-0.01149,0.1,-0.001149
Hansard,Portafolio Modelo Julio 2024 - Agosto 2024,Perfil D,Invesco Global Healthcare Innovation USD,MC22S2 LU1775982595,203.04,211.81,0.043193,0.1,0.004319
